sustainability_rating,eco_friendly_manufacturing,carbon_footprint,water_usage,waste_production,recycling_programs,average_price,product_nameproduct_category,sustainability_status,eco_index,sustainability_level,brand_name,brand_category,country_name,region,year,material_type,renewable,product_line,target_audience,market_trend,trend_score,certification,cert_type
3.93,1,20.64,809,0.99,1,20.9,BioToy - Personal Care,Partially Sustainable,6.515,High,NatureNest,Local,Turkey,Asia,2024,Aluminum,Partial,Personal Care,Adults,Rising,3,None,None
4.93,0,1.12,222,9.67,0,42.9,EcoCup - Garden,Not Sustainable,4.875,Medium,PureCycle,Local,USA,Americas,2018,Recycled Plastic,Partial,Garden,Household,Stable,2,Cradle to Cradle,Environmental
3.14,0,25.47,294,4.95,0,16.15,TerraCup - Garden,Not Sustainable,2.503,Low,GreenWave,Startup,Brazil,Americas,2019,Paperboard,Yes,Garden,Household,Rising,3,GOTS,Environmental
4.5,0,61.76,254,1.05,0,32.14,ReTowel - Garden,Not Sustainable,2.782,Low,NatureNest,Local,Germany,Europe,2025,Recycled Plastic,Partial,Garden,Household,Stable,2,EU Ecolabel,Environmental
3.33,0,35.04,126,2.32,0,35.96,EcoBar - Kitchenware,Not Sustainable,2.466,Low,GreenWave,Startup,Egypt,Africa,2020,Bamboo,Yes,Kitchenware,Household,Rising,3,Fair Trade,Ethical
4.35,1,8.36,63,72.65,1,50.25,PureBar - Home,Fully Sustainable,8.029,High,Earthly,Local,China,Asia,2025,Bioplastic,Yes,Home,Household,Declining,1,None,None
3.26,0,51.47,373,10.26,0,29.99,ReJar - Garden,Not Sustainable,2.152,Low,ReNewCo,Local,China,Asia,2025,Recycled Plastic,Partial,Garden,Household,Rising,3,EU Ecolabel,Environmental
3.58,1,17.5,69,25.24,1,16.68,BioBar - Garden,Partially Sustainable,6.094,High,LeafyLiving,Multinational,Germany,Europe,2020,Glass,Partial,Garden,Household,Rising,3,Cradle to Cradle,Environmental
2.28,0,23.41,183,5.46,0,28.12,GreenShirt - Toys,Not Sustainable,1.848,Low,TerraLeaf,Local,USA,Americas,2021,Stainless Steel,No,Toys,Kids,Stable,2,ISO14001,Environmental
4.4,1,34.63,213,3.91,1,45.12,PureBrush - Electronics Accessories,Fully Sustainable,6.536,High,TerraLeaf,Local,India,Asia,2017,Aluminum,Partial,Electronics Accessories,Business,Stable,2,Rainforest Alliance,Environmental
1.92,0,57.09,112,38.56,1,8.13,BioBrush - Personal Care,Not Sustainable,2.444,Low,EcoMate,Startup,Vietnam,Asia,2017,Glass,Partial,Personal Care,Adults,Stable,2,None,None
3.33,1,9.79,199,35.9,0,42.41,EcoJar - Office Supplies,Partially Sustainable,3.033,Medium,EnviroGoods,Startup,Brazil,Americas,2024,Glass,Partial,Office Supplies,Business,Declining,1,Energy Star,Energy
2.11,0,137.17,2562,4.59,0,20.7,EcoShirt - Toys,Not Sustainable,0.89,Low,Earthly,Local,Germany,Europe,2025,Paperboard,Yes,Toys,Kids,Rising,3,ISO14001,Environmental
3.49,0,144.83,155,5.12,0,23.48,GreenCup - Personal Care,Not Sustainable,1.425,Low,BioBloom,Local,India,Asia,2025,Organic Cotton,Yes,Personal Care,Adults,Declining,1,EU Ecolabel,Environmental
2.21,0,264.71,143,7.07,0,9.01,BioToy - Personal Care,Not Sustainable,0.606,Low,Sustainify,Startup,Brazil,Americas,2022,Glass,Partial,Personal Care,Adults,Stable,2,ISO14001,Environmental
3.14,0,34.12,167,8.17,0,22.36,TerraJar - Kitchenware,Not Sustainable,2.341,Low,NatureNest,Local,Germany,Europe,2018,Paperboard,Yes,Kitchenware,Household,Stable,2,EU Ecolabel,Environmental
4.54,1,57.38,146,3.9,1,43.15,TerraCup - Personal Care,Fully Sustainable,5.769,Medium,LeafyLiving,Multinational,India,Asia,2023,Paperboard,Yes,Personal Care,Adults,Rising,3,Energy Star,Energy
4.06,1,17.23,428,3.22,1,37.33,TerraTowel - Clothing,Fully Sustainable,6.927,High,NatureNest,Local,China,Asia,2015,Aluminum,Partial,Clothing,Adults,Stable,2,Fair Trade,Ethical
4.67,0,26.98,658,6.8,1,39.39,GreenTowel - Clothing,Partially Sustainable,7.355,High,GreenWave,Startup,Brazil,Americas,2023,Bioplastic,Yes,Clothing,Adults,Stable,2,Fair Trade,Ethical
3.79,1,6.22,1695,0.35,0,31.59,BioCup - Garden,Partially Sustainable,3.568,Medium,EcoSense,Local,USA,Americas,2024,Glass,Partial,Garden,Household,Declining,1,ISO14001,Environmental
4.53,1,3.77,478,1.98,0,34.77,PurePack - Toys,Partially Sustainable,4.365,Medium,EarthKind,Local,China,Asia,2017,Recycled Plastic,Partial,Toys,Kids,Rising,3,Fair Trade,Ethical
4.35,0,18.97,27,1.57,0,53.13,GreenJar - Clothing,Not Sustainable,3.656,Medium,PlanetWell,Local,UK,Europe,2022,Stainless Steel,No,Clothing,Adults,Stable,2,Rainforest Alliance,Environmental
3.9,1,102.32,2695,3.04,0,71.55,PureBrush - Garden,Partially Sustainable,1.928,Low,EarthKind,Local,Turkey,Asia,2016,Stainless Steel,No,Garden,Household,Rising,3,ISO14001,Environmental
3.52,1,7.62,187,0.59,0,54.31,GreenBar - Personal Care,Partially Sustainable,3.271,Medium,EarthKind,Local,China,Asia,2019,Paperboard,Yes,Personal Care,Adults,Rising,3,ISO14001,Environmental
4.94,1,4.72,199,3.66,0,29.99,EcoTowel - Garden,Partially Sustainable,4.717,Medium,EcoPure,Local,Italy,Europe,2019,Bioplastic,Yes,Garden,Household,Stable,2,FSC,Environmental
1.92,0,26.14,440,4.33,0,17.54,EcoShirt - Office Supplies,Not Sustainable,1.522,Low,PureCycle,Local,Brazil,Americas,2025,Glass,Partial,Office Supplies,Business,Stable,2,ISO14001,Environmental
4.79,0,10.07,336,6.66,0,51.21,BioBar - Office Supplies,Not Sustainable,4.352,Medium,TerraLeaf,Local,USA,Americas,2017,Organic Cotton,Yes,Office Supplies,Business,Stable,2,Cradle to Cradle,Environmental
2.95,1,26.09,917,1.81,0,43.45,EcoBrush - Kitchenware,Not Sustainable,2.34,Low,EnviroGoods,Startup,India,Asia,2023,Glass,Partial,Kitchenware,Household,Stable,2,None,None
4.79,1,6.62,345,6.17,0,34.72,GreenBottle - Home,Partially Sustainable,4.493,Medium,Sustainify,Startup,Vietnam,Asia,2023,Hemp,Yes,Home,Household,Declining,1,ISO14001,Environmental
3.93,1,20.79,60,6.22,1,17.8,EcoBrush - Kitchenware,Partially Sustainable,6.507,High,GreenWave,Startup,Spain,Europe,2025,Aluminum,Partial,Kitchenware,Household,Declining,1,Fair Trade,Ethical
4.35,1,7.95,257,13.0,1,45.95,EcoPack - Packaging,Fully Sustainable,8.059,High,NatureNest,Local,Brazil,Americas,2019,Organic Cotton,Yes,Packaging,Business,Declining,1,Rainforest Alliance,Environmental
2.53,1,9.74,262,7.76,0,25.67,GreenToy - Packaging,Not Sustainable,2.305,Low,NatureNest,Local,Egypt,Africa,2025,Organic Cotton,Yes,Packaging,Business,Stable,2,None,None
2.74,0,7.85,710,4.43,1,54.76,BioCup - Office Supplies,Not Sustainable,5.081,Medium,GreenRoots,Local,Vietnam,Asia,2025,Organic Cotton,Yes,Office Supplies,Business,Declining,1,None,None
3.53,1,122.15,98,1.08,1,13.5,BioShirt - Kitchenware,Partially Sustainable,3.178,Medium,TerraLeaf,Local,Egypt,Africa,2019,Organic Cotton,Yes,Kitchenware,Household,Stable,2,Cradle to Cradle,Environmental
4.57,1,84.36,114,2.39,1,23.17,GreenCup - Office Supplies,Fully Sustainable,4.958,Medium,PureCycle,Local,Turkey,Asia,2018,Stainless Steel,No,Office Supplies,Business,Declining,1,ISO14001,Environmental
1.87,1,67.18,859,6.27,1,7.3,TerraToy - Clothing,Not Sustainable,2.237,Low,BluePlanet,Multinational,Turkey,Asia,2020,Stainless Steel,No,Clothing,Adults,Rising,3,None,None
4.98,1,7.79,490,0.9,0,41.94,EcoBottle - Office Supplies,Partially Sustainable,4.62,Medium,EnviroGoods,Startup,India,Asia,2022,Recycled Plastic,Partial,Office Supplies,Business,Stable,2,None,None
3.76,1,25.77,449,6.64,0,15.64,GreenShirt - Office Supplies,Partially Sustainable,2.99,Low,EarthKind,Local,UK,Europe,2025,Recycled Plastic,Partial,Office Supplies,Business,Declining,1,ISO14001,Environmental
3.68,1,21.32,504,4.61,1,12.7,EcoJar - Office Supplies,Partially Sustainable,6.067,High,LeafyLiving,Multinational,China,Asia,2016,Bioplastic,Yes,Office Supplies,Business,Stable,2,GOTS,Environmental
2.31,1,3.14,1537,11.98,1,30.75,EcoToy - Kitchenware,Not Sustainable,4.479,Medium,EnviroGoods,Startup,UK,Europe,2020,Stainless Steel,No,Kitchenware,Household,Rising,3,None,None
3.78,1,2.19,108,4.94,1,34.83,GreenToy - Office Supplies,Partially Sustainable,7.398,High,GreenWorks,Startup,Turkey,Asia,2023,Glass,Partial,Office Supplies,Business,Rising,3,Rainforest Alliance,Environmental
3.3,0,30.84,434,5.2,0,18.41,PureCup - Electronics Accessories,Not Sustainable,2.522,Low,BluePlanet,Multinational,Vietnam,Asia,2017,Stainless Steel,No,Electronics Accessories,Business,Rising,3,Cradle to Cradle,Environmental
4.38,1,10.03,62,1.88,0,33.57,EcoShirt - Garden,Partially Sustainable,3.981,Medium,Sustainify,Startup,Brazil,Americas,2021,Bamboo,Yes,Garden,Household,Stable,2,Cradle to Cradle,Environmental
4.39,1,14.74,247,1.22,1,50.68,EcoBar - Electronics Accessories,Fully Sustainable,7.652,High,GreenWave,Startup,France,Europe,2019,Hemp,Yes,Electronics Accessories,Business,Rising,3,ISO14001,Environmental
2.91,0,21.69,2844,7.97,0,0.32,TerraBrush - Garden,Not Sustainable,2.391,Low,GreenRoots,Local,Turkey,Asia,2018,Bamboo,Yes,Garden,Household,Stable,2,None,None
1.91,0,30.35,151,11.04,0,14.73,PureBrush - Clothing,Not Sustainable,1.465,Low,ReNewCo,Local,India,Asia,2020,Recycled Plastic,Partial,Clothing,Adults,Rising,3,EU Ecolabel,Environmental
3.65,0,9.47,3117,56.17,1,27.32,EcoBrush - Office Supplies,Partially Sustainable,6.668,High,NatureNest,Local,India,Asia,2021,Recycled Plastic,Partial,Office Supplies,Business,Stable,2,ISO14001,Environmental
3.82,1,20.11,268,1.99,0,16.93,GreenJar - Electronics Accessories,Partially Sustainable,3.18,Medium,EcoMate,Startup,UK,Europe,2017,Organic Cotton,Yes,Electronics Accessories,Business,Declining,1,Fair Trade,Ethical
2.48,0,40.9,293,0.54,0,26.47,ReJar - Personal Care,Not Sustainable,1.76,Low,EcoSense,Local,UK,Europe,2016,Recycled Plastic,Partial,Personal Care,Adults,Stable,2,ISO14001,Environmental
3.47,0,77.92,636,1.19,1,3.75,EcoBottle - Garden,Partially Sustainable,3.901,Medium,GreenRoots,Local,Brazil,Americas,2018,Organic Cotton,Yes,Garden,Household,Rising,3,Fair Trade,Ethical
2.85,1,13.06,1520,5.06,0,40.51,BioJar - Garden,Not Sustainable,2.521,Low,EarthKind,Local,Vietnam,Asia,2019,Bamboo,Yes,Garden,Household,Rising,3,None,None
2.31,0,75.36,1369,0.92,0,37.94,BioTowel - Garden,Not Sustainable,1.317,Low,BluePlanet,Multinational,UK,Europe,2016,Hemp,Yes,Garden,Household,Rising,3,None,None
3.58,1,29.02,139,13.9,1,13.01,PureCup - Kitchenware,Partially Sustainable,5.55,Medium,NatureNest,Local,Brazil,Americas,2021,Paperboard,Yes,Kitchenware,Household,Declining,1,ISO14001,Environmental
4.25,1,36.44,100,22.99,0,40.97,ReToy - Packaging,Partially Sustainable,3.115,Medium,EcoCraft,Multinational,Egypt,Africa,2015,Bioplastic,Yes,Packaging,Business,Rising,3,EU Ecolabel,Environmental
4.09,0,3.65,4291,1.32,1,51.27,BioPack - Home,Partially Sustainable,7.892,High,PureCycle,Local,UK,Europe,2024,Glass,Partial,Home,Household,Declining,1,GOTS,Environmental
2.6,1,14.17,1361,13.53,0,1.93,GreenBottle - Garden,Not Sustainable,2.277,Low,VerdeVibe,Local,Vietnam,Asia,2015,Paperboard,Yes,Garden,Household,Declining,1,ISO14001,Environmental
4.48,1,42.56,97,15.53,0,17.95,EcoShirt - Clothing,Partially Sustainable,3.143,Medium,BioBloom,Local,Turkey,Asia,2022,Recycled Plastic,Partial,Clothing,Adults,Declining,1,GOTS,Environmental
2.94,1,38.36,171,6.36,0,28.02,TerraPack - Personal Care,Not Sustainable,2.125,Low,EnviroGoods,Startup,Vietnam,Asia,2017,Hemp,Yes,Personal Care,Adults,Stable,2,EU Ecolabel,Environmental
3.33,0,48.59,322,5.71,0,45.5,BioBrush - Electronics Accessories,Not Sustainable,2.241,Low,EcoCraft,Multinational,UK,Europe,2020,Paperboard,Yes,Electronics Accessories,Business,Rising,3,Rainforest Alliance,Environmental
4.21,1,35.62,82,6.24,1,23.92,TerraTowel - Personal Care,Fully Sustainable,6.209,High,GreenRoots,Local,Vietnam,Asia,2018,Bioplastic,Yes,Personal Care,Adults,Rising,3,Energy Star,Energy
2.35,0,26.4,192,11.49,0,30.72,BioPack - Office Supplies,Not Sustainable,1.859,Low,EcoSense,Local,Italy,Europe,2016,Aluminum,Partial,Office Supplies,Business,Stable,2,None,None
1.79,0,14.65,116,4.16,0,19.73,GreenToy - Personal Care,Not Sustainable,1.561,Low,EarthKind,Local,Egypt,Africa,2018,Recycled Plastic,Partial,Personal Care,Adults,Declining,1,None,None
3.28,0,11.9,2051,0.59,0,46.35,ReBar - Personal Care,Not Sustainable,2.931,Low,EarthKind,Local,France,Europe,2017,Aluminum,Partial,Personal Care,Adults,Declining,1,FSC,Environmental
3.01,0,21.52,248,19.82,0,6.64,GreenBottle - Personal Care,Not Sustainable,2.477,Low,PlanetWell,Local,Egypt,Africa,2015,Organic Cotton,Yes,Personal Care,Adults,Rising,3,Cradle to Cradle,Environmental
3.51,1,33.93,58,1.95,1,27.88,BioPack - Clothing,Partially Sustainable,5.242,Medium,TerraLeaf,Local,India,Asia,2025,Hemp,Yes,Clothing,Adults,Declining,1,Rainforest Alliance,Environmental
2.7,0,11.3,337,9.44,1,16.86,PureToy - Clothing,Not Sustainable,4.852,Medium,EarthKind,Local,UK,Europe,2016,Hemp,Yes,Clothing,Adults,Declining,1,ISO14001,Environmental
4.47,1,5.54,67,20.9,0,29.83,EcoBottle - Electronics Accessories,Partially Sustainable,4.235,Medium,LeafyLiving,Multinational,Spain,Europe,2018,Hemp,Yes,Electronics Accessories,Business,Rising,3,GOTS,Environmental
2.32,0,5.01,2088,4.17,0,14.39,TerraShirt - Home,Not Sustainable,2.209,Low,EcoPure,Local,Italy,Europe,2015,Stainless Steel,No,Home,Household,Declining,1,None,None
3.36,1,57.68,339,38.0,0,30.61,EcoToy - Electronics Accessories,Partially Sustainable,2.131,Low,GreenWorks,Startup,India,Asia,2023,Organic Cotton,Yes,Electronics Accessories,Business,Stable,2,Energy Star,Energy
4.46,1,33.69,289,2.18,1,44.58,ReJar - Packaging,Fully Sustainable,6.672,High,Earthly,Local,Italy,Europe,2017,Organic Cotton,Yes,Packaging,Business,Declining,1,ISO14001,Environmental
3.96,1,9.87,429,12.44,1,65.65,TerraShirt - Office Supplies,Partially Sustainable,7.209,High,LeafyLiving,Multinational,Brazil,Americas,2016,Glass,Partial,Office Supplies,Business,Declining,1,None,None
4.27,1,102.69,150,7.23,1,57.78,GreenBottle - Packaging,Fully Sustainable,4.213,Medium,EarthKind,Local,USA,Americas,2025,Hemp,Yes,Packaging,Business,Stable,2,Energy Star,Energy
2.69,0,15.76,4140,2.19,0,1.78,ReBrush - Home,Not Sustainable,2.324,Low,NatureNest,Local,Vietnam,Asia,2018,Recycled Plastic,Partial,Home,Household,Rising,3,EU Ecolabel,Environmental
4.88,0,43.94,447,3.26,1,37.22,TerraBrush - Electronics Accessories,Partially Sustainable,6.781,High,PureCycle,Local,Spain,Europe,2018,Organic Cotton,Yes,Electronics Accessories,Business,Declining,1,FSC,Environmental
3.75,1,90.45,498,29.97,1,19.03,TerraPack - Packaging,Partially Sustainable,3.938,Medium,PlanetWell,Local,USA,Americas,2016,Stainless Steel,No,Packaging,Business,Rising,3,EU Ecolabel,Environmental
3.48,0,13.91,110,3.92,1,36.06,ReShirt - Garden,Partially Sustainable,6.11,High,EcoSense,Local,Brazil,Americas,2020,Organic Cotton,Yes,Garden,Household,Stable,2,FSC,Environmental
3.97,0,152.85,611,11.49,1,35.69,GreenPack - Office Supplies,Partially Sustainable,3.14,Medium,GreenRoots,Local,UK,Europe,2022,Hemp,Yes,Office Supplies,Business,Declining,1,ISO14001,Environmental
5.0,1,140.96,486,1.36,0,36.77,GreenTowel - Kitchenware,Partially Sustainable,2.075,Low,LeafyLiving,Multinational,France,Europe,2023,Bioplastic,Yes,Kitchenware,Household,Declining,1,Fair Trade,Ethical
3.75,1,29.41,865,6.45,1,32.6,EcoPack - Office Supplies,Partially Sustainable,5.796,Medium,Sustainify,Startup,Italy,Europe,2017,Bamboo,Yes,Office Supplies,Business,Declining,1,Cradle to Cradle,Environmental
2.93,0,35.59,4433,12.58,0,32.32,TerraBrush - Toys,Not Sustainable,2.161,Low,BluePlanet,Multinational,Spain,Europe,2021,Recycled Plastic,Partial,Toys,Kids,Rising,3,ISO14001,Environmental
4.43,1,10.48,165,1.9,1,37.42,EcoBar - Toys,Fully Sustainable,8.02,High,VerdeVibe,Local,Egypt,Africa,2022,Aluminum,Partial,Toys,Kids,Declining,1,Cradle to Cradle,Environmental
3.12,0,75.36,255,2.35,1,55.34,GreenCup - Toys,Partially Sustainable,3.558,Medium,GreenWave,Startup,Turkey,Asia,2024,Paperboard,Yes,Toys,Kids,Declining,1,FSC,Environmental
3.09,0,26.48,784,1.75,0,44.43,EcoCup - Clothing,Not Sustainable,2.443,Low,GreenWorks,Startup,France,Europe,2018,Stainless Steel,No,Clothing,Adults,Stable,2,None,None
4.07,1,80.43,150,4.37,1,36.29,PureToy - Electronics Accessories,Fully Sustainable,4.511,Medium,BioBloom,Local,UK,Europe,2016,Hemp,Yes,Electronics Accessories,Business,Declining,1,GOTS,Environmental
3.74,1,4.36,428,1.18,1,37.78,GreenBottle - Home,Partially Sustainable,7.167,High,EnviroGoods,Startup,Turkey,Asia,2016,Stainless Steel,No,Home,Household,Stable,2,Cradle to Cradle,Environmental
1.58,1,5.61,1916,4.02,0,4.02,TerraJar - Packaging,Not Sustainable,1.496,Low,EcoPure,Local,Spain,Europe,2020,Organic Cotton,Yes,Packaging,Business,Stable,2,ISO14001,Environmental
4.64,0,19.8,816,3.07,0,81.59,EcoShirt - Clothing,Not Sustainable,3.873,Medium,Earthly,Local,UK,Europe,2020,Paperboard,Yes,Clothing,Adults,Rising,3,ISO14001,Environmental
2.96,0,135.16,440,1.13,1,31.84,GreenCup - Office Supplies,Not Sustainable,2.517,Low,BioBloom,Local,Vietnam,Asia,2017,Bioplastic,Yes,Office Supplies,Business,Stable,2,None,None
3.78,1,6.45,122,4.14,0,38.05,PurePack - Personal Care,Partially Sustainable,3.551,Medium,Sustainify,Startup,Italy,Europe,2015,Hemp,Yes,Personal Care,Adults,Rising,3,Fair Trade,Ethical
1.28,0,112.07,433,2.11,1,21.92,GreenPack - Personal Care,Not Sustainable,1.207,Low,LeafyLiving,Multinational,Italy,Europe,2018,Recycled Plastic,Partial,Personal Care,Adults,Rising,3,None,None
3.48,0,68.18,686,4.49,0,27.51,ReJar - Kitchenware,Not Sustainable,2.069,Low,GreenWorks,Startup,USA,Americas,2019,Bamboo,Yes,Kitchenware,Household,Rising,3,Energy Star,Energy
3.93,0,11.68,127,7.12,0,32.13,ReCup - Toys,Not Sustainable,3.519,Medium,NatureNest,Local,Germany,Europe,2022,Aluminum,Partial,Toys,Kids,Stable,2,GOTS,Environmental
3.53,0,59.17,348,4.52,0,21.31,ReTowel - Garden,Not Sustainable,2.218,Low,PlanetWell,Local,Brazil,Americas,2025,Bioplastic,Yes,Garden,Household,Stable,2,None,None
3.89,1,25.35,1057,2.46,1,27.03,BioShirt - Toys,Partially Sustainable,6.207,High,Earthly,Local,UK,Europe,2018,Bioplastic,Yes,Toys,Kids,Rising,3,Energy Star,Energy
4.21,0,20.89,109,12.6,0,11.62,PureCup - Kitchenware,Not Sustainable,3.483,Medium,EcoCraft,Multinational,Brazil,Americas,2025,Hemp,Yes,Kitchenware,Household,Stable,2,Cradle to Cradle,Environmental
4.21,1,4.58,3133,0.97,1,54.38,GreenBar - Toys,Fully Sustainable,8.051,High,GreenRoots,Local,Germany,Europe,2019,Stainless Steel,No,Toys,Kids,Declining,1,Cradle to Cradle,Environmental
3.43,0,14.22,514,8.03,0,15.73,PureBottle - Office Supplies,Not Sustainable,3.003,Medium,LeafyLiving,Multinational,UK,Europe,2018,Hemp,Yes,Office Supplies,Business,Stable,2,ISO14001,Environmental
2.77,0,47.88,64,3.07,0,68.31,ReTowel - Packaging,Not Sustainable,1.873,Low,BluePlanet,Multinational,UK,Europe,2020,Stainless Steel,No,Packaging,Business,Rising,3,ISO14001,Environmental
2.63,0,82.17,259,8.43,0,31.12,TerraBottle - Kitchenware,Not Sustainable,1.444,Low,VerdeVibe,Local,France,Europe,2018,Aluminum,Partial,Kitchenware,Household,Declining,1,EU Ecolabel,Environmental
4.52,1,12.11,3231,2.15,1,43.71,TerraCup - Clothing,Fully Sustainable,8.064,High,NatureNest,Local,Egypt,Africa,2019,Bioplastic,Yes,Clothing,Adults,Declining,1,Fair Trade,Ethical
3.72,1,6.12,267,4.96,1,25.72,TerraBottle - Personal Care,Partially Sustainable,7.011,High,EnviroGoods,Startup,UK,Europe,2017,Organic Cotton,Yes,Personal Care,Adults,Declining,1,ISO14001,Environmental
5.0,0,5.54,1059,7.18,0,44.79,ReBottle - Toys,Not Sustainable,4.738,Medium,BluePlanet,Multinational,UK,Europe,2018,Paperboard,Yes,Toys,Kids,Stable,2,Rainforest Alliance,Environmental
2.72,0,11.77,273,1.05,0,7.15,EcoBar - Toys,Not Sustainable,2.434,Low,ReNewCo,Local,France,Europe,2015,Recycled Plastic,Partial,Toys,Kids,Rising,3,EU Ecolabel,Environmental
2.17,0,114.99,1262,11.86,0,25.53,BioPack - Home,Not Sustainable,1.009,Low,GreenWorks,Startup,India,Asia,2020,Organic Cotton,Yes,Home,Household,Stable,2,ISO14001,Environmental
3.65,1,82.74,185,4.79,0,42.71,TerraToy - Electronics Accessories,Partially Sustainable,1.997,Low,TerraLeaf,Local,USA,Americas,2022,Aluminum,Partial,Electronics Accessories,Business,Rising,3,FSC,Environmental
2.31,1,634.98,596,6.46,0,36.95,GreenToy - Clothing,Not Sustainable,0.314,Low,PureCycle,Local,China,Asia,2016,Recycled Plastic,Partial,Clothing,Adults,Stable,2,ISO14001,Environmental
4.32,1,16.31,368,0.98,0,29.85,EcoBottle - Kitchenware,Partially Sustainable,3.714,Medium,Sustainify,Startup,UK,Europe,2019,Bamboo,Yes,Kitchenware,Household,Rising,3,Rainforest Alliance,Environmental
3.97,1,27.19,1516,3.66,1,13.89,BioShirt - Toys,Partially Sustainable,6.243,High,GreenRoots,Local,Turkey,Asia,2022,Glass,Partial,Toys,Kids,Stable,2,Energy Star,Energy
4.45,1,63.5,891,3.2,0,55.17,BioShirt - Home,Partially Sustainable,2.722,Low,EcoCraft,Multinational,Spain,Europe,2021,Organic Cotton,Yes,Home,Household,Declining,1,ISO14001,Environmental
5.0,1,14.37,53,1.96,1,54.38,ReBottle - Electronics Accessories,Fully Sustainable,8.744,High,TerraLeaf,Local,UK,Europe,2025,Aluminum,Partial,Electronics Accessories,Business,Declining,1,FSC,Environmental
2.06,0,36.65,980,23.8,1,35.25,GreenCup - Garden,Not Sustainable,3.015,Medium,LeafyLiving,Multinational,USA,Americas,2022,Bamboo,Yes,Garden,Household,Rising,3,ISO14001,Environmental
4.28,1,1.83,964,7.24,0,41.64,GreenCup - Toys,Partially Sustainable,4.203,Medium,EnviroGoods,Startup,China,Asia,2017,Recycled Plastic,Partial,Toys,Kids,Stable,2,Fair Trade,Ethical
1.94,0,14.75,158,1.0,0,14.36,GreenBar - Office Supplies,Not Sustainable,1.691,Low,BioBloom,Local,USA,Americas,2021,Organic Cotton,Yes,Office Supplies,Business,Declining,1,None,None
2.78,0,344.23,408,16.58,1,0.74,PureToy - Kitchenware,Not Sustainable,1.252,Low,GreenWorks,Startup,Italy,Europe,2024,Organic Cotton,Yes,Kitchenware,Household,Rising,3,None,None
